0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000056e-01,0.000000000000000000e+00,6.280000000000000859e-02
2.000000000000000111e-01,0.000000000000000000e+00,1.256000000000000727e-01
2.999999999999999889e-01,0.000000000000000000e+00,1.884000000000000119e-01
4.000000000000000222e-01,0.000000000000000000e+00,2.511999999999998678e-01
5.000000000000000000e-01,0.000000000000000000e+00,3.139999999999995017e-01
5.999999999999999778e-01,0.000000000000000000e+00,3.767999999999990246e-01
6.999999999999999556e-01,0.000000000000000000e+00,4.395999999999989916e-01
8.000000000000000444e-01,0.000000000000000000e+00,5.023999999999986255e-01
9.000000000000001332e-01,0.000000000000000000e+00,5.651999999999987034e-01
1.000000000000000000e+00,0.000000000000000000e+00,6.279999999999992255e-01
1.100000000000000089e+00,0.000000000000000000e+00,6.907999999999987484e-01
1.200000000000000178e+00,0.000000000000000000e+00,7.535999999999976051e-01
1.300000000000000266e+00,0.000000000000000000e+00,8.163999999999974611e-01
1.400000000000000355e+00,0.000000000000000000e+00,8.791999999999952076e-01
1.500000000000000444e+00,0.000000000000000000e+00,9.419999999999973950e-01
1.600000000000000533e+00,0.000000000000000000e+00,1.004800000000000360e+00
1.700000000000000400e+00,0.000000000000000000e+00,1.067599999999997884e+00
1.800000000000000488e+00,0.000000000000000000e+00,1.130399999999996297e+00
1.900000000000000577e+00,0.000000000000000000e+00,1.193199999999997818e+00
2.000000000000000888e+00,0.000000000000000000e+00,1.255999999999997119e+00
2.100000000000000977e+00,0.000000000000000000e+00,1.318799999999998418e+00
2.200000000000001066e+00,0.000000000000000000e+00,1.381599999999998385e+00
2.300000000000001155e+00,0.000000000000000000e+00,1.444399999999997686e+00
2.400000000000001243e+00,0.000000000000000000e+00,1.507199999999996098e+00
2.500000000000001332e+00,0.000000000000000000e+00,1.569999999999998952e+00
2.600000000000001421e+00,0.000000000000000000e+00,1.632800000000000473e+00
2.700000000000001066e+00,0.000000000000000000e+00,1.695600000000000884e+00
2.800000000000001155e+00,0.000000000000000000e+00,1.758400000000003960e+00
2.900000000000000799e+00,0.000000000000000000e+00,1.821200000000001484e+00
3.000000000000000888e+00,0.000000000000000000e+00,1.884000000000000563e+00
3.100000000000000977e+00,0.000000000000000000e+00,1.946800000000002084e+00
3.200000000000001066e+00,0.000000000000000000e+00,2.009600000000001163e+00
3.300000000000001155e+00,0.000000000000000000e+00,2.072400000000002240e+00
3.400000000000001243e+00,0.000000000000000000e+00,2.135200000000004650e+00
3.500000000000001332e+00,0.000000000000000000e+00,2.198000000000003951e+00
3.600000000000001865e+00,0.000000000000000000e+00,2.260800000000000143e+00
3.700000000000001954e+00,0.000000000000000000e+00,2.323599999999999888e+00
3.800000000000002043e+00,0.000000000000000000e+00,2.386399999999995192e+00
3.900000000000001688e+00,0.000000000000000000e+00,2.449199999999991384e+00
4.000000000000001776e+00,0.000000000000000000e+00,2.511999999999992905e+00
4.100000000000002309e+00,0.000000000000000000e+00,2.574799999999992206e+00
4.200000000000001954e+00,0.000000000000000000e+00,2.637599999999989286e+00
4.300000000000002487e+00,0.000000000000000000e+00,2.700399999999989920e+00
4.400000000000003020e+00,0.000000000000000000e+00,2.763199999999991885e+00
4.500000000000002665e+00,0.000000000000000000e+00,2.825999999999996959e+00
4.600000000000003197e+00,0.000000000000000000e+00,2.888799999999996260e+00
4.700000000000002842e+00,0.000000000000000000e+00,2.951600000000003998e+00
4.800000000000003375e+00,0.000000000000000000e+00,3.014400000000002855e+00
4.900000000000003020e+00,0.000000000000000000e+00,3.077199999999998159e+00
4.998871617701476033e+00,1.498009389469111621e-02,3.129883876950660948e+00
4.999022969701665708e+00,1.149799793574857176e-01,3.067178997936144569e+00
4.999042995990483185e+00,2.149799773522244606e-01,3.004391575704833617e+00
4.999062995995302572e+00,3.149799753522234402e-01,2.941604136963859695e+00
4.999082995994863055e+00,4.149799733522235301e-01,2.878816698219586190e+00
4.999102995994424425e+00,5.149799713522235090e-01,2.816029259475310020e+00
4.999122995993985796e+00,6.149799693522235433e-01,2.753241820731031630e+00
4.999142995993538285e+00,7.149799673522236887e-01,2.690454381986759014e+00
4.999162995993100544e+00,8.149799653522237231e-01,2.627666943242481956e+00
4.999182995992669021e+00,9.149799633522237574e-01,2.564879504498204454e+00
4.999202995992241050e+00,1.014979961352223903e+00,2.502092065753931838e+00
4.999222995991855711e+00,1.114979959352224048e+00,2.439304627009688975e+00
4.999242995991465044e+00,1.214979957352224194e+00,2.376517188265449665e+00
4.999262995991074376e+00,1.314979955352224117e+00,2.313729749521209911e+00
4.999282995990693479e+00,1.414979953352224262e+00,2.250942310776967048e+00
4.999302995990302811e+00,1.514979951352224408e+00,2.188154872032718412e+00
4.999322995989919249e+00,1.614979949352224553e+00,2.125367433288471553e+00
4.999342995989537464e+00,1.714979947352224698e+00,2.062579994544222917e+00
4.999362995989147684e+00,1.814979945352224622e+00,1.999792555799977389e+00
4.999382995988757905e+00,1.914979943352224767e+00,1.937005117055733860e+00
4.999402995988372567e+00,2.014979941352224913e+00,1.874217678311493440e+00
4.999422995987984564e+00,2.114979939352224836e+00,1.811430239567253686e+00
4.999442995987600113e+00,2.214979937352225203e+00,1.748642800823012600e+00
4.999462995987215663e+00,2.314979935352225127e+00,1.685855362078773512e+00
4.999482995986826772e+00,2.414979933352225494e+00,1.623067923334532425e+00
4.999502995986436105e+00,2.514979931352225417e+00,1.560280484590289118e+00
4.999522995986051654e+00,2.614979929352225785e+00,1.497493045846047366e+00
4.999542995985663651e+00,2.714979927352225708e+00,1.434705607101806057e+00
4.999562995985280089e+00,2.814979925352225187e+00,1.371918168357564083e+00
4.999582995984892086e+00,2.914979923352225111e+00,1.309130729613322996e+00
4.999602995984512077e+00,3.014979921352225034e+00,1.246343290869083020e+00
4.999622995984125851e+00,3.114979919352224957e+00,1.183555852124840602e+00
4.999642995983738736e+00,3.214979917352224437e+00,1.120768413380599293e+00
4.999662995983353397e+00,3.314979915352224360e+00,1.057980974636355542e+00
4.999682995982968059e+00,3.414979913352224283e+00,9.951935358921120134e-01
4.999702995982580944e+00,3.514979911352224207e+00,9.324060971478713711e-01
4.999722995982192941e+00,3.614979909352224130e+00,8.696186584036295075e-01
4.999742995981809379e+00,3.714979907352224053e+00,8.068312196593896424e-01
4.999762995981421376e+00,3.814979905352223977e+00,7.440437809151498882e-01
4.999782995981035150e+00,3.914979903352223900e+00,6.812563421709119105e-01
4.999802995980640929e+00,4.014979901352223379e+00,6.184689034266651619e-01
4.999822995980204077e+00,4.114979899352223747e+00,5.556814646823894366e-01
4.999842995979770777e+00,4.214979897352224114e+00,4.928940259381120459e-01
4.999862995979337477e+00,4.314979895352224482e+00,4.301065871938364871e-01
4.999882995978905953e+00,4.414979893352223961e+00,3.673191484495596515e-01
4.999902995978463771e+00,4.514979891352224328e+00,3.045317097052800959e-01
4.999922995978022477e+00,4.614979889352224696e+00,2.417442709610000129e-01
4.999942995977578519e+00,4.714979887352225063e+00,1.789568322167242320e-01
4.999962995977138114e+00,4.814979885352225430e+00,1.161693934724480903e-01
4.999982995976696820e+00,4.914979883352225798e+00,5.338195472817224702e-02
